LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE
Last updated at 11-14-2022 21:00,Q040,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1997,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),2490,REP,4504,0.18,44.34,0.2,55.28,REP,Ron DeSantis (REP),493,10.95,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,7794,Majority White,Other,34.1,31.9,32.0,66.7,6.8,13.0
Last updated at 11-14-2022 21:00,Q041,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),56,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),75,REP,131,0.0,42.75,0.0,57.25,REP,Ron DeSantis (REP),19,14.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,228,Majority White,Other,34.2,31.6,33.8,65.4,3.1,10.5
Last updated at 11-14-2022 21:00,Q042,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1555,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1807,REP,3369,0.12,46.16,0.09,53.64,REP,Ron DeSantis (REP),252,7.48,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5528,Majority White,Other,35.4,33.5,29.5,71.7,4.8,10.9
Last updated at 11-14-2022 21:00,Q043,Carmen Jackie Gimenez (NPA),17,NPA,Charlie Crist (DEM),3307,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),3530,REP,6859,0.25,48.21,0.07,51.47,REP,Ron DeSantis (REP),223,3.25,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,11821,Majority White,Other,34.8,29.3,33.9,61.5,7.5,15.5
Last updated at 11-14-2022 21:00,Q050,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),149,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),125,REP,277,0.36,53.79,0.72,45.13,DEM,Charlie Crist (DEM),24,8.66,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,863,Other,Other,45.2,20.9,32.6,33.3,14.1,44.6
Last updated at 11-14-2022 21:00,Q051,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),525,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),87,REP,618,0.97,84.95,0.0,14.08,DEM,Charlie Crist (DEM),438,70.87,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1892,Majority Black,Heavily Democrat,70.5,6.0,22.8,6.2,70.8,13.9
Last updated at 11-14-2022 21:00,Q060,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),710,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),783,REP,1506,0.66,47.14,0.2,51.99,REP,Ron DeSantis (REP),73,4.85,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3520,Majority Hispanic,Other,39.0,20.8,38.5,25.3,5.1,60.2
Last updated at 11-14-2022 21:00,Q061,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),999,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1166,REP,2183,0.55,45.76,0.27,53.41,REP,Ron DeSantis (REP),167,7.65,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4068,Other,Other,34.6,25.3,38.2,37.9,3.8,49.9
Last updated at 11-14-2022 21:00,Q062,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),1680,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1580,REP,3281,0.43,51.2,0.21,48.16,DEM,Charlie Crist (DEM),100,3.05,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5846,Other,Other,36.9,25.8,35.9,46.0,4.4,36.9
Last updated at 11-14-2022 21:00,Q063,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),1408,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1496,REP,2911,0.21,48.37,0.03,51.39,REP,Ron DeSantis (REP),88,3.02,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5000,Majority White,Other,33.0,27.4,38.4,51.4,2.8,31.9
Last updated at 11-14-2022 21:00,Q064,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),719,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),696,REP,1417,0.07,50.74,0.07,49.12,DEM,Charlie Crist (DEM),23,1.62,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2651,Other,Other,35.4,26.6,36.3,47.8,6.1,34.6
Last updated at 11-14-2022 21:00,Q065,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),1375,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1209,REP,2595,0.23,52.99,0.19,46.59,DEM,Charlie Crist (DEM),166,6.4,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4652,Other,Other,36.2,24.3,38.3,45.3,3.2,38.9
Last updated at 11-14-2022 21:00,Q066,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1259,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1087,REP,2357,0.17,53.42,0.3,46.12,DEM,Charlie Crist (DEM),172,7.3,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4391,Other,Other,35.8,23.0,39.7,40.1,4.6,42.0
Last updated at 11-14-2022 21:00,Q067,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),1686,DEM,Hector Roos (LPF),10,LPF,Ron DeSantis (REP),1672,REP,3381,0.38,49.87,0.3,49.45,DEM,Charlie Crist (DEM),14,0.41,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6638,Majority Hispanic,Other,33.6,20.4,44.5,28.9,4.9,51.9
Last updated at 11-14-2022 21:00,Q068,Carmen Jackie Gimenez (NPA),19,NPA,Charlie Crist (DEM),1842,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1607,REP,3473,0.55,53.04,0.14,46.27,DEM,Charlie Crist (DEM),235,6.77,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6446,Other,Other,35.4,19.4,43.7,32.6,5.6,43.6
Last updated at 11-14-2022 21:00,Q080,Carmen Jackie Gimenez (NPA),15,NPA,Charlie Crist (DEM),765,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),372,REP,1153,1.3,66.35,0.09,32.26,DEM,Charlie Crist (DEM),393,34.08,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3325,Other,Heavily Democrat,54.9,12.9,31.1,19.4,34.2,37.1
Last updated at 11-14-2022 21:00,Q081,Carmen Jackie Gimenez (NPA),17,NPA,Charlie Crist (DEM),1517,DEM,Hector Roos (LPF),14,LPF,Ron DeSantis (REP),181,REP,1729,0.98,87.74,0.81,10.47,DEM,Charlie Crist (DEM),1336,77.27,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4285,Majority Black,Heavily Democrat,76.5,4.3,18.2,2.7,81.2,8.8
Last updated at 11-14-2022 21:00,Q082,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),428,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),238,REP,676,0.89,63.31,0.59,35.21,DEM,Charlie Crist (DEM),190,28.11,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2054,Other,Heavily Democrat,56.0,12.1,30.4,13.1,42.2,34.7
Last updated at 11-14-2022 21:00,Q090,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),295,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),597,REP,892,0.0,33.07,0.0,66.93,REP,Ron DeSantis (REP),302,33.86,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1486,Majority White,Other,30.0,41.0,27.3,53.2,6.3,30.3
Last updated at 11-14-2022 21:00,Q091,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),267,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),598,REP,869,0.46,30.72,0.0,68.81,REP,Ron DeSantis (REP),331,38.09,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1480,Other,Other,28.5,40.5,28.9,49.1,4.3,34.5
Last updated at 11-14-2022 21:00,Q092,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),225,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),632,REP,857,0.0,26.25,0.0,73.75,REP,Ron DeSantis (REP),407,47.49,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1546,Other,Other,26.1,43.1,29.4,47.0,5.0,37.9
Last updated at 11-14-2022 21:00,Q093,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),231,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),669,REP,904,0.22,25.55,0.22,74.0,REP,Ron DeSantis (REP),438,48.45,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1533,Other,Other,27.3,44.5,26.6,48.8,5.0,37.0
Last updated at 11-14-2022 21:00,R001,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),364,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),289,REP,654,0.0,55.66,0.15,44.19,DEM,Charlie Crist (DEM),75,11.47,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1319,Majority White,Other,40.3,28.7,29.3,54.9,18.8,16.7
Last updated at 11-14-2022 21:00,R002,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),572,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),555,REP,1130,0.27,50.62,0.0,49.12,DEM,Charlie Crist (DEM),17,1.5,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2401,Majority White,Other,41.1,28.3,29.0,57.4,16.0,18.3
Last updated at 11-14-2022 21:00,R003,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),15,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),23,REP,38,0.0,39.47,0.0,60.53,REP,Ron DeSantis (REP),8,21.05,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,128,Majority White,Other,39.8,25.8,31.3,59.4,10.2,24.2
Last updated at 11-14-2022 21:00,R004,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1126,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1340,REP,2476,0.28,45.48,0.12,54.12,REP,Ron DeSantis (REP),214,8.64,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4189,Majority White,Other,34.3,36.1,27.7,75.7,3.3,12.8
Last updated at 11-14-2022 21:00,R005,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),813,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),839,REP,1664,0.24,48.86,0.48,50.42,REP,Ron DeSantis (REP),26,1.56,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2976,Majority White,Other,37.4,31.7,28.6,72.5,6.1,13.4
Last updated at 11-14-2022 21:00,R006,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),698,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),991,REP,1698,0.29,41.11,0.24,58.36,REP,Ron DeSantis (REP),293,17.26,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3015,Majority White,Other,32.1,36.6,29.3,76.0,3.7,11.7
Last updated at 11-14-2022 21:00,R007,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),533,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),848,REP,1387,0.22,38.43,0.22,61.14,REP,Ron DeSantis (REP),315,22.71,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2598,Majority White,Other,29.0,36.8,31.7,76.1,4.0,11.7
Last updated at 11-14-2022 21:00,R008,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),1252,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1590,REP,2852,0.11,43.9,0.25,55.75,REP,Ron DeSantis (REP),338,11.85,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4424,Majority White,Other,32.3,40.1,25.4,82.0,2.0,9.5
Last updated at 11-14-2022 21:00,R009,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1541,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1696,REP,3250,0.31,47.42,0.09,52.18,REP,Ron DeSantis (REP),155,4.77,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5061,Majority White,Other,35.0,34.3,29.0,81.2,1.6,8.3
Last updated at 11-14-2022 21:00,R010,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),585,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),686,REP,1275,0.16,45.88,0.16,53.8,REP,Ron DeSantis (REP),101,7.92,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2034,Majority White,Other,34.2,38.1,26.2,80.5,2.3,9.8
Last updated at 11-14-2022 21:00,R011,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1065,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1203,REP,2274,0.18,46.83,0.09,52.9,REP,Ron DeSantis (REP),138,6.07,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3649,Majority White,Other,34.1,36.0,28.0,79.7,2.1,10.0
Last updated at 11-14-2022 21:00,R012,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1867,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1728,REP,3610,0.25,51.72,0.17,47.87,DEM,Charlie Crist (DEM),139,3.85,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5933,Majority White,Other,35.7,31.0,31.0,79.6,3.3,8.8
Last updated at 11-14-2022 21:00,R013,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),675,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1087,REP,1771,0.17,38.11,0.34,61.38,REP,Ron DeSantis (REP),412,23.26,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2656,Majority White,Other,28.0,41.6,28.2,83.7,1.7,7.0
Last updated at 11-14-2022 21:00,R014,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),1155,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1650,REP,2819,0.28,40.97,0.21,58.53,REP,Ron DeSantis (REP),495,17.56,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4892,Majority White,Other,30.0,37.4,30.3,79.2,3.3,9.8
Last updated at 11-14-2022 21:00,R015,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),194,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),179,REP,374,0.0,51.87,0.27,47.86,DEM,Charlie Crist (DEM),15,4.01,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,905,Majority White,Other,38.7,23.8,35.0,60.8,9.3,18.9
Last updated at 11-14-2022 21:00,R016,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),1239,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1209,REP,2455,0.16,50.47,0.12,49.25,DEM,Charlie Crist (DEM),30,1.22,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,4978,Majority White,Other,34.5,29.3,33.6,70.4,8.2,11.9
Last updated at 11-14-2022 21:00,R017,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1089,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),757,REP,1854,0.38,58.74,0.05,40.83,DEM,Charlie Crist (DEM),332,17.91,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3313,Majority White,Other,41.4,25.8,30.3,75.7,4.0,12.4
Last updated at 11-14-2022 21:00,R018,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),1712,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),995,REP,2723,0.33,62.87,0.26,36.54,DEM,Charlie Crist (DEM),717,26.33,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,5266,Majority White,Other,44.6,21.0,32.2,68.4,8.5,13.7
Last updated at 11-14-2022 21:00,R019,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),385,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),80,REP,466,0.21,82.62,0.0,17.17,DEM,Charlie Crist (DEM),305,65.45,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1161,Other,Heavily Democrat,62.8,10.2,25.2,48.5,28.8,13.4
Last updated at 11-14-2022 21:00,R020,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),962,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),260,REP,1232,0.49,78.08,0.32,21.1,DEM,Charlie Crist (DEM),702,56.98,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2747,Majority White,Heavily Democrat,60.4,12.3,25.4,52.9,25.4,12.1
Last updated at 11-14-2022 21:00,R021,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),90,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),20,REP,111,0.9,81.08,0.0,18.02,DEM,Charlie Crist (DEM),70,63.06,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,164,Majority White,Heavily Democrat,70.1,9.1,16.5,78.0,6.7,6.1
Last updated at 11-14-2022 21:00,R022,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),1017,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),671,REP,1695,0.06,60.0,0.35,39.59,DEM,Charlie Crist (DEM),346,20.41,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3974,Majority White,Other,39.8,24.1,34.0,62.1,11.4,16.9
Last updated at 11-14-2022 21:00,R023,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),164,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),37,REP,201,0.0,81.59,0.0,18.41,DEM,Charlie Crist (DEM),127,63.18,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,429,Other,Heavily Democrat,55.5,10.5,31.2,42.7,26.8,20.5
Last updated at 11-14-2022 21:00,R024,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),103,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),22,REP,125,0.0,82.4,0.0,17.6,DEM,Charlie Crist (DEM),81,64.8,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,211,Majority White,Heavily Democrat,56.4,16.1,26.1,66.4,9.5,12.8
Last updated at 11-14-2022 21:00,R025,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),580,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),375,REP,959,0.21,60.48,0.21,39.1,DEM,Charlie Crist (DEM),205,21.38,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1959,Majority White,Other,47.1,21.1,30.0,63.3,15.1,12.6
Last updated at 11-14-2022 21:00,R026,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),1933,DEM,Hector Roos (LPF),9,LPF,Ron DeSantis (REP),1669,REP,3623,0.33,53.35,0.25,46.07,DEM,Charlie Crist (DEM),264,7.29,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,6494,Majority White,Other,39.4,28.6,30.2,73.3,6.4,12.5
Last updated at 11-14-2022 21:00,R027,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),602,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),326,REP,936,0.75,64.32,0.11,34.83,DEM,Charlie Crist (DEM),276,29.49,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2357,Other,Heavily Democrat,55.2,15.4,28.1,43.2,32.9,15.1
Last updated at 11-14-2022 21:00,R028,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),298,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),289,REP,591,0.34,50.42,0.34,48.9,DEM,Charlie Crist (DEM),9,1.52,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,872,Majority White,Other,38.8,33.0,26.8,81.0,2.8,9.3
Last updated at 11-14-2022 21:00,R029,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),351,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),392,REP,750,0.93,46.8,0.0,52.27,REP,Ron DeSantis (REP),41,5.47,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1706,Majority White,Other,38.5,26.5,32.4,62.6,10.4,17.2
Last updated at 11-14-2022 21:00,R030,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),372,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),393,REP,777,0.77,47.88,0.77,50.58,REP,Ron DeSantis (REP),21,2.7,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1756,Majority White,Other,39.9,25.5,33.0,58.8,7.7,24.1
Last updated at 11-14-2022 21:00,R031,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),64,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),41,REP,105,0.0,60.95,0.0,39.05,DEM,Charlie Crist (DEM),23,21.9,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,338,Majority White,Other,37.3,27.2,33.7,53.6,15.7,20.7
Last updated at 11-14-2022 21:00,R032,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),419,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),492,REP,914,0.33,45.84,0.0,53.83,REP,Ron DeSantis (REP),73,7.99,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,1476,Majority White,Other,33.1,35.9,29.1,79.3,1.8,13.0
Last updated at 11-14-2022 21:00,R033,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),672,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),696,REP,1382,0.72,48.63,0.29,50.36,REP,Ron DeSantis (REP),24,1.74,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,2889,Majority White,Other,39.3,27.3,31.5,57.4,7.1,26.6
Last updated at 11-14-2022 21:00,R034,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),652,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),706,REP,1370,0.58,47.59,0.29,51.53,REP,Ron DeSantis (REP),54,3.94,598502,0.46,57.34,0.22,41.97,DEM,Charlie Crist (DEM),91992,15.37,57.34,REP,Ron DeSantis (REP),41.97,3224,Other,Other,43.1,24.5,31.0,47.7,12.6,28.6
