LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,TOTAL_REGISTERED_VOTERS,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,NPA_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE
Last updated at 11-14-2022 20:55,514,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),545,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),675,REP,1222,0.16,44.6,0.0,55.24,REP,Ron DeSantis (REP),130,10.64,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1658,Majority White,Other,35.5,40.8,22.0,78.3,4.6,11.0,6.1
Last updated at 11-14-2022 20:55,515,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),164,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),211,REP,377,0.53,43.5,0.0,55.97,REP,Ron DeSantis (REP),47,12.47,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,694,Majority White,Other,31.1,31.6,33.9,65.6,6.9,19.5,8.1
Last updated at 11-14-2022 20:55,516,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),760,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),789,REP,1558,0.32,48.78,0.26,50.64,REP,Ron DeSantis (REP),29,1.86,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2393,Majority White,Other,36.1,35.6,26.0,68.2,5.3,17.9,8.6
Last updated at 11-14-2022 20:55,517,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),497,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),639,REP,1147,0.52,43.33,0.44,55.71,REP,Ron DeSantis (REP),142,12.38,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1857,Majority White,Other,33.8,37.2,27.5,63.1,6.9,21.0,9.0
Last updated at 11-14-2022 20:55,518,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),146,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),397,REP,544,0.18,26.84,0.0,72.98,REP,Ron DeSantis (REP),251,46.14,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,763,Majority White,Heavily Republican,22.1,57.5,19.4,86.5,2.0,5.8,5.8
Last updated at 11-14-2022 20:55,519,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),621,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),736,REP,1363,0.22,45.56,0.22,54.0,REP,Ron DeSantis (REP),115,8.44,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2266,Majority White,Other,34.4,32.8,31.2,62.0,6.2,22.6,9.2
Last updated at 11-14-2022 20:55,520,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),295,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),321,REP,618,0.16,47.73,0.16,51.94,REP,Ron DeSantis (REP),26,4.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1135,Other,Other,36.2,30.6,31.7,47.8,7.9,29.6,14.7
Last updated at 11-14-2022 20:55,521,Carmen Jackie Gimenez (NPA),17,NPA,Charlie Crist (DEM),757,DEM,Hector Roos (LPF),11,LPF,Ron DeSantis (REP),1028,REP,1813,0.94,41.75,0.61,56.7,REP,Ron DeSantis (REP),271,14.95,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2970,Majority White,Other,33.3,34.6,30.4,61.5,7.5,22.0,9.0
Last updated at 11-14-2022 20:55,522,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),345,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),505,REP,859,0.81,40.16,0.23,58.79,REP,Ron DeSantis (REP),160,18.63,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1378,Majority White,Other,31.1,37.4,29.7,65.7,5.4,17.4,11.5
Last updated at 11-14-2022 20:55,523,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),983,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1119,REP,2119,0.42,46.39,0.38,52.81,REP,Ron DeSantis (REP),136,6.42,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3798,Majority White,Other,35.6,31.9,30.8,52.9,8.2,24.2,14.6
Last updated at 11-14-2022 20:55,524,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),417,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),514,REP,943,0.74,44.22,0.53,54.51,REP,Ron DeSantis (REP),97,10.29,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1714,Other,Other,36.7,31.3,30.3,46.9,7.0,36.2,9.9
Last updated at 11-14-2022 20:55,525,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),1054,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),1430,REP,2497,0.28,42.21,0.24,57.27,REP,Ron DeSantis (REP),376,15.06,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3952,Majority White,Other,32.3,38.3,27.9,68.1,8.1,14.6,9.1
Last updated at 11-14-2022 20:55,526,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),415,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),721,REP,1138,0.0,36.47,0.18,63.36,REP,Ron DeSantis (REP),306,26.89,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1644,Majority White,Other,26.9,44.8,26.2,78.0,3.8,10.2,8.0
Last updated at 11-14-2022 20:55,527,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),1348,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),2234,REP,3598,0.28,37.47,0.17,62.09,REP,Ron DeSantis (REP),886,24.62,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,5543,Majority White,Other,25.6,41.0,31.7,73.2,4.5,8.8,13.4
Last updated at 11-14-2022 20:55,528,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),509,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1444,REP,1961,0.2,25.96,0.2,73.64,REP,Ron DeSantis (REP),935,47.68,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2834,Majority White,Heavily Republican,21.5,52.9,23.8,85.5,1.9,6.1,6.5
Last updated at 11-14-2022 20:55,529,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),513,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1035,REP,1552,0.06,33.05,0.19,66.69,REP,Ron DeSantis (REP),522,33.63,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2151,Majority White,Other,25.0,48.6,24.9,77.8,2.7,9.4,10.1
Last updated at 11-14-2022 20:55,530,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),362,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),694,REP,1060,0.28,34.15,0.09,65.47,REP,Ron DeSantis (REP),332,31.32,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1636,Majority White,Other,22.6,43.3,31.4,72.1,3.3,7.6,17.1
Last updated at 11-14-2022 20:55,531,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),345,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),772,REP,1124,0.36,30.69,0.27,68.68,REP,Ron DeSantis (REP),427,37.99,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1683,Majority White,Other,24.4,48.5,25.8,77.8,3.7,9.9,8.6
Last updated at 11-14-2022 20:55,532,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),139,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),324,REP,467,0.21,29.76,0.64,69.38,REP,Ron DeSantis (REP),185,39.61,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,642,Majority White,Heavily Republican,21.3,53.0,24.3,77.9,3.9,5.6,12.6
Last updated at 11-14-2022 20:55,533,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),833,DEM,Hector Roos (LPF),7,LPF,Ron DeSantis (REP),1219,REP,2067,0.39,40.3,0.34,58.97,REP,Ron DeSantis (REP),386,18.67,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3471,Majority White,Other,32.4,37.2,28.7,66.5,5.6,18.9,9.0
Last updated at 11-14-2022 20:55,534,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),682,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),640,REP,1335,0.6,51.09,0.37,47.94,DEM,Charlie Crist (DEM),42,3.15,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2474,Majority White,Other,40.5,26.3,31.1,55.9,12.5,23.7,7.9
Last updated at 11-14-2022 20:55,535,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),590,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),514,REP,1119,0.8,52.73,0.54,45.93,DEM,Charlie Crist (DEM),76,6.79,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2127,Majority White,Other,40.0,28.2,29.2,59.2,12.8,22.3,5.7
Last updated at 11-14-2022 20:55,536,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),182,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),327,REP,514,0.39,35.41,0.58,63.62,REP,Ron DeSantis (REP),145,28.21,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,766,Majority White,Other,22.1,45.0,31.3,81.1,3.0,7.4,8.5
Last updated at 11-14-2022 20:55,537,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),173,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),337,REP,514,0.0,33.66,0.78,65.56,REP,Ron DeSantis (REP),164,31.91,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,832,Majority White,Other,27.6,45.8,25.1,72.6,3.0,14.4,10.0
Last updated at 11-14-2022 20:55,538,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),763,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1234,REP,2015,0.65,37.87,0.25,61.24,REP,Ron DeSantis (REP),471,23.37,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3128,Majority White,Other,26.3,42.8,29.2,67.2,4.5,14.1,14.3
Last updated at 11-14-2022 20:55,539,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),368,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),526,REP,903,0.55,40.75,0.44,58.25,REP,Ron DeSantis (REP),158,17.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1499,Majority White,Other,28.2,39.3,30.6,67.2,5.9,12.0,14.9
Last updated at 11-14-2022 20:55,540,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),291,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),465,REP,763,0.66,38.14,0.26,60.94,REP,Ron DeSantis (REP),174,22.8,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1131,Majority White,Other,24.9,40.4,33.2,68.7,3.0,11.4,16.9
Last updated at 11-14-2022 20:55,541,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),47,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),166,REP,214,0.0,21.96,0.47,77.57,REP,Ron DeSantis (REP),119,55.61,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,335,Majority White,Heavily Republican,15.2,52.8,31.3,73.4,2.1,5.4,19.1
Last updated at 11-14-2022 20:55,542,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),234,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),343,REP,579,0.17,40.41,0.17,59.24,REP,Ron DeSantis (REP),109,18.83,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,822,Majority White,Other,27.6,42.9,27.9,76.5,4.7,7.4,11.3
Last updated at 11-14-2022 20:55,543,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),372,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),502,REP,879,0.34,42.32,0.23,57.11,REP,Ron DeSantis (REP),130,14.79,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1415,Majority White,Other,29.3,38.1,31.0,67.8,6.1,15.5,10.5
Last updated at 11-14-2022 20:55,544,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),606,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),942,REP,1558,0.39,38.9,0.26,60.46,REP,Ron DeSantis (REP),336,21.57,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2229,Majority White,Other,27.1,42.9,27.8,73.8,4.5,11.5,10.2
Last updated at 11-14-2022 20:55,550,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),244,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),438,REP,689,0.44,35.41,0.58,63.57,REP,Ron DeSantis (REP),194,28.16,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,947,Majority White,Other,28.5,47.5,21.6,74.3,2.7,13.7,9.2
Last updated at 11-14-2022 20:55,551,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),580,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),897,REP,1487,0.27,39.0,0.4,60.32,REP,Ron DeSantis (REP),317,21.32,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1943,Majority White,Other,30.8,47.1,20.4,86.1,0.9,8.6,4.4
Last updated at 11-14-2022 20:55,552,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),533,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),677,REP,1215,0.08,43.87,0.33,55.72,REP,Ron DeSantis (REP),144,11.85,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1879,Majority White,Other,36.0,37.5,24.8,68.7,6.8,17.3,7.2
Last updated at 11-14-2022 20:55,554,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),240,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),422,REP,664,0.15,36.14,0.15,63.55,REP,Ron DeSantis (REP),182,27.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,999,Majority White,Other,31.2,45.3,21.8,73.4,4.3,12.5,9.8
Last updated at 11-14-2022 20:55,555,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),309,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),366,REP,678,0.29,45.58,0.15,53.98,REP,Ron DeSantis (REP),57,8.41,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1087,Majority White,Other,38.8,33.7,25.8,75.0,5.1,14.5,5.4
Last updated at 11-14-2022 20:55,557,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),496,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),564,REP,1076,0.93,46.1,0.56,52.42,REP,Ron DeSantis (REP),68,6.32,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2202,Majority White,Other,38.5,28.9,30.7,55.1,12.0,25.2,7.7
Last updated at 11-14-2022 20:55,559,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),395,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),148,REP,555,1.98,71.17,0.18,26.67,DEM,Charlie Crist (DEM),247,44.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1958,Other,Heavily Democrat,55.1,12.4,30.4,23.9,40.2,24.9,11.0
Last updated at 11-14-2022 20:55,560,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),82,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),62,REP,144,0.0,56.94,0.0,43.06,DEM,Charlie Crist (DEM),20,13.89,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,176,Majority White,Heavily Democrat,51.1,31.8,15.3,86.9,3.4,1.7,8.0
Last updated at 11-14-2022 20:55,561,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),125,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),94,REP,223,1.35,56.05,0.45,42.15,DEM,Charlie Crist (DEM),31,13.9,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,306,Majority White,Other,44.4,42.5,12.7,90.2,4.2,3.6,2.0
Last updated at 11-14-2022 20:55,562,Carmen Jackie Gimenez (NPA),12,NPA,Charlie Crist (DEM),885,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),276,REP,1177,1.02,75.19,0.34,23.45,DEM,Charlie Crist (DEM),609,51.74,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3631,Other,Heavily Democrat,51.8,13.3,32.0,40.1,30.8,15.5,13.6
Last updated at 11-14-2022 20:55,563,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),578,DEM,Hector Roos (LPF),6,LPF,Ron DeSantis (REP),182,REP,777,1.42,74.39,0.77,23.42,DEM,Charlie Crist (DEM),396,50.97,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,3128,Other,Heavily Democrat,54.8,9.7,33.6,21.2,43.7,24.0,11.1
Last updated at 11-14-2022 20:55,565,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),72,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),61,REP,136,2.21,52.94,0.0,44.85,DEM,Charlie Crist (DEM),11,8.09,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,421,Other,Other,43.2,17.8,36.8,35.2,23.3,30.4,11.2
Last updated at 11-14-2022 20:55,566,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),401,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),123,REP,541,1.66,74.12,1.48,22.74,DEM,Charlie Crist (DEM),278,51.39,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2366,Majority Black,Heavily Democrat,60.2,7.5,31.1,13.0,51.4,25.0,10.6
Last updated at 11-14-2022 20:55,567,Carmen Jackie Gimenez (NPA),13,NPA,Charlie Crist (DEM),334,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),220,REP,569,2.28,58.7,0.35,38.66,DEM,Charlie Crist (DEM),114,20.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2211,Other,Other,46.9,15.7,35.4,25.3,23.0,44.2,7.5
Last updated at 11-14-2022 20:55,569,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),657,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),892,REP,1562,0.51,42.06,0.32,57.11,REP,Ron DeSantis (REP),235,15.04,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2619,Majority White,Other,37.0,34.2,27.2,64.5,7.9,19.8,7.8
Last updated at 11-14-2022 20:55,570,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),15,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),12,REP,28,3.57,53.57,0.0,42.86,DEM,Charlie Crist (DEM),3,10.71,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,119,Other,Heavily Democrat,50.4,15.1,32.8,25.2,38.7,26.9,9.2
Last updated at 11-14-2022 20:55,571,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),494,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),502,REP,1007,0.6,49.06,0.5,49.85,REP,Ron DeSantis (REP),8,0.79,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1908,Majority White,Other,41.8,28.8,27.8,58.1,11.9,22.4,7.7
Last updated at 11-14-2022 20:55,573,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),48,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),45,REP,94,1.06,51.06,0.0,47.87,DEM,Charlie Crist (DEM),3,3.19,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,327,Other,Other,41.6,22.6,34.9,35.2,13.5,41.6,9.8
Last updated at 11-14-2022 20:55,574,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),729,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),909,REP,1647,0.36,44.26,0.18,55.19,REP,Ron DeSantis (REP),180,10.93,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2636,Majority White,Other,36.2,35.5,26.0,66.5,7.3,16.4,9.8
Last updated at 11-14-2022 20:55,575,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),653,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),833,REP,1500,0.67,43.53,0.27,55.53,REP,Ron DeSantis (REP),180,12.0,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2252,Majority White,Other,34.1,38.5,25.9,70.7,4.4,16.5,8.3
Last updated at 11-14-2022 20:55,577,Carmen Jackie Gimenez (NPA),14,NPA,Charlie Crist (DEM),952,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),1217,REP,2186,0.64,43.55,0.14,55.67,REP,Ron DeSantis (REP),265,12.12,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,4046,Majority White,Other,35.3,33.4,29.8,56.6,7.8,25.7,9.9
Last updated at 11-14-2022 20:55,578,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),469,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),626,REP,1098,0.27,42.71,0.0,57.01,REP,Ron DeSantis (REP),157,14.3,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1756,Majority White,Other,33.6,38.6,26.3,70.2,6.6,14.0,9.2
Last updated at 11-14-2022 20:55,579,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),644,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),1186,REP,1837,0.27,35.06,0.11,64.56,REP,Ron DeSantis (REP),542,29.5,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,2664,Majority White,Other,27.7,47.9,22.4,76.8,4.7,10.2,8.3
Last updated at 11-14-2022 20:55,581,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),388,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),454,REP,849,0.35,45.7,0.47,53.47,REP,Ron DeSantis (REP),66,7.77,483413,0.54,44.95,0.34,54.18,REP,Ron DeSantis (REP),44622,9.23,54.18,DEM,Charlie Crist (DEM),44.95,1777,Majority White,Other,37.8,28.9,31.6,60.8,10.6,19.9,8.8
