LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,CANDIDATE_NAME_5,VOTES_WON_5,CANDIDATE_PARTY_5,CANDIDATE_NAME_6,VOTES_WON_6,CANDIDATE_PARTY_6,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,VOTE_SHARE_5,VOTE_SHARE_6,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_VOTE_SHARE_5,CT_VOTE_SHARE_6,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_16,WINNER_PARTY_16,MARGIN_PERCENTPOINTS_16,VOTE_SHARE_WINNER_16,WINNER_TEXT_16,CT_WINNER_CANDIDATE_16,CT_WINNER_PARTY_16,CT_WINNER_TEXT_16,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-14-2023 03:17,903,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),635,REP,Steven B. Grant (NPA),13,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),936,DEM,Write-In (OTHER),1,OTHER,1591,0.25,39.91,0.82,0.13,58.83,0.06,DEM,Val Demings (DEM),301,18.92,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,45.39,71.28,Patrick Murphy (DEM) won with 71.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Park Recreation Center,4950,Majority Hispanic,Heavily Democrat,50.4,16.9,5.9,36.1,50.4,7.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,904,Dennis Misigoy (LPF),12,LPF,Marco Rubio (REP),1212,REP,Steven B. Grant (NPA),9,NPA,Tuan TQ Nguyen (NPA),4,NPA,Val Demings (DEM),976,DEM,Write-In (OTHER),1,OTHER,2214,0.54,54.74,0.41,0.18,44.08,0.05,REP,Marco Rubio (REP),236,10.66,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,21.77,59.59,Patrick Murphy (DEM) won with 59.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Community Resource Center,6104,Majority Hispanic,Other,36.5,25.1,7.6,15.4,69.8,7.3,Unincorporated M-D
Last updated at 02-14-2023 03:17,905,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),195,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),143,DEM,Write-In (OTHER),0,OTHER,341,0.0,57.18,0.88,0.0,41.94,0.0,REP,Marco Rubio (REP),52,15.25,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,32.02,64.64,Patrick Murphy (DEM) won with 64.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Cristiana El Buen Samaritano,1173,Majority Hispanic,Other,41.9,19.8,6.7,27.8,56.5,9,Unincorporated M-D
Last updated at 02-14-2023 03:17,906,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),247,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),185,DEM,Write-In (OTHER),0,OTHER,436,0.46,56.65,0.46,0.0,42.43,0.0,REP,Marco Rubio (REP),62,14.22,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,35.8,66.62,Patrick Murphy (DEM) won with 66.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Dade College - Homestead Campus,1398,Majority Hispanic,Other,41.6,21.9,11,19.7,61.7,7.5,Homestead
Last updated at 02-14-2023 03:17,907,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),376,REP,Steven B. Grant (NPA),3,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),326,DEM,Write-In (OTHER),1,OTHER,712,0.7,52.81,0.42,0.14,45.79,0.14,REP,Marco Rubio (REP),50,7.02,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,15.2,55.76,Patrick Murphy (DEM) won with 55.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Villages of Homestead Audubon Club House,1768,Other,Other,40.4,25.7,28.4,15.9,48.1,7.6,Homestead
Last updated at 02-14-2023 03:17,909,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),515,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),612,DEM,Write-In (OTHER),0,OTHER,1138,0.53,45.25,0.44,0.0,53.78,0.0,DEM,Val Demings (DEM),97,8.52,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,40.94,69.17,Patrick Murphy (DEM) won with 69.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Naranja Branch Library,3884,Majority Hispanic,Other,48.1,17.5,7.5,26.4,58.8,7.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,910,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),572,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),398,DEM,Write-In (OTHER),0,OTHER,981,0.71,58.31,0.2,0.2,40.57,0.0,REP,Marco Rubio (REP),174,17.74,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,18.48,57.89,Patrick Murphy (DEM) won with 57.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Iglesia Centro de Fe,3111,Majority Hispanic,Other,37.7,25.9,9.5,13.3,70.6,6.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,911,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),498,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),417,DEM,Write-In (OTHER),0,OTHER,925,0.43,53.84,0.54,0.11,45.08,0.0,REP,Marco Rubio (REP),81,8.76,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,23.38,60.03,Patrick Murphy (DEM) won with 60% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,St. Martin De Porres Catholic Church,3217,Majority Hispanic,Other,40.5,22.6,9.6,12.9,71,6.6,Unincorporated M-D
Last updated at 02-14-2023 03:17,913,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),1271,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),621,DEM,Write-In (OTHER),1,OTHER,1907,0.37,66.65,0.21,0.16,32.56,0.05,REP,Marco Rubio (REP),650,34.08,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,13.38,55.53,Marco Rubio (REP) won with 55.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,South Dade Park,3846,Majority Hispanic,Other,29.9,38.2,31.6,7.7,53.1,7.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,914,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),547,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),233,DEM,Write-In (OTHER),0,OTHER,783,0.13,69.86,0.0,0.26,29.76,0.0,REP,Marco Rubio (REP),314,40.1,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,25.69,61.12,Marco Rubio (REP) won with 61.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,John D. Campbell Agricultural Center,1425,Other,Other,24.4,45.6,45.3,4,43.7,7,Unincorporated M-D
Last updated at 02-14-2023 03:17,915,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),655,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),368,DEM,Write-In (OTHER),0,OTHER,1035,0.68,63.29,0.39,0.1,35.56,0.0,REP,Marco Rubio (REP),287,27.73,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,1.19,48.81,Marco Rubio (REP) won with 48.8% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Community Center (William F. Dickinson),2513,Majority Hispanic,Other,34.8,30.6,30.5,8.6,54.6,6.3,Homestead
Last updated at 02-14-2023 03:17,916,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),165,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),166,DEM,Write-In (OTHER),1,OTHER,339,0.59,48.67,1.18,0.29,48.97,0.29,DEM,Val Demings (DEM),1,0.29,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,37.44,66.86,Patrick Murphy (DEM) won with 66.9% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,1446,Majority Hispanic,Other,43.6,17.6,13.8,17.4,60.2,8.6,Homestead
Last updated at 02-14-2023 03:17,918,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),144,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),96,DEM,Write-In (OTHER),0,OTHER,245,0.82,58.78,0.82,0.41,39.18,0.0,REP,Marco Rubio (REP),48,19.59,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,15.29,55.2,Patrick Murphy (DEM) won with 55.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Miami Dade College - Homestead Campus,909,Majority Hispanic,Other,39.2,23.5,14.1,9.2,68.8,7.9,Homestead
Last updated at 02-14-2023 03:17,919,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),763,REP,Steven B. Grant (NPA),7,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),595,DEM,Write-In (OTHER),1,OTHER,1375,0.44,55.49,0.51,0.22,43.27,0.07,REP,Marco Rubio (REP),168,12.22,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,8.92,53.16,Patrick Murphy (DEM) won with 53.2% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Oasis Club House,3264,Majority Hispanic,Other,34.7,25.9,14.1,15.4,63.8,6.7,Homestead
Last updated at 02-14-2023 03:17,920,Dennis Misigoy (LPF),4,LPF,Marco Rubio (REP),116,REP,Steven B. Grant (NPA),6,NPA,Tuan TQ Nguyen (NPA),4,NPA,Val Demings (DEM),372,DEM,Write-In (OTHER),1,OTHER,503,0.8,23.06,1.19,0.8,73.96,0.2,DEM,Val Demings (DEM),256,50.89,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,65.29,81.03,Patrick Murphy (DEM) won with 81% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,2002,Majority Black,Heavily Democrat,60.9,10.1,5,51.6,36,7.4,Homestead
Last updated at 02-14-2023 03:17,922,Dennis Misigoy (LPF),5,LPF,Marco Rubio (REP),67,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),455,DEM,Write-In (OTHER),0,OTHER,530,0.94,12.64,0.38,0.19,85.85,0.0,DEM,Val Demings (DEM),388,73.21,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,77.2,87.43,Patrick Murphy (DEM) won with 87.4% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City/Homestead Neighborhood Service Center,2039,Majority Black,Heavily Democrat,70.5,5.7,1.8,66.7,24.2,7.3,Florida City
Last updated at 02-14-2023 03:17,923,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),105,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),84,DEM,Write-In (OTHER),0,OTHER,190,0.0,55.26,0.53,0.0,44.21,0.0,REP,Marco Rubio (REP),21,11.05,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,24.52,61.54,Marco Rubio (REP) won with 61.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Senior High School,310,Other,Other,30.3,41,48.7,7.4,36.5,7.4,Homestead
Last updated at 02-14-2023 03:17,924,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),102,REP,Steven B. Grant (NPA),1,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),44,DEM,Write-In (OTHER),0,OTHER,147,0.0,69.39,0.68,0.0,29.93,0.0,REP,Marco Rubio (REP),58,39.46,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,16.5,56.31,Marco Rubio (REP) won with 56.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Fruit & Spice Park,357,Majority Hispanic,Other,29.4,39.2,27.7,2.8,58.3,11.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,926,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),404,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),2,NPA,Val Demings (DEM),249,DEM,Write-In (OTHER),0,OTHER,659,0.3,61.31,0.3,0.3,37.78,0.0,REP,Marco Rubio (REP),155,23.52,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,2.14,49.46,Patrick Murphy (DEM) won with 49.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,West Homestead Elementary School,1665,Majority Hispanic,Other,34.9,29.1,26.7,9.2,57.1,7,Unincorporated M-D
Last updated at 02-14-2023 03:17,928,Dennis Misigoy (LPF),7,LPF,Marco Rubio (REP),1049,REP,Steven B. Grant (NPA),9,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),1035,DEM,Write-In (OTHER),2,OTHER,2105,0.33,49.83,0.43,0.14,49.17,0.1,REP,Marco Rubio (REP),14,0.67,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,11.65,54.58,Patrick Murphy (DEM) won with 54.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Senior High School,5354,Majority Hispanic,Other,38.6,23.6,19.9,18.6,54.1,7.4,Homestead
Last updated at 02-14-2023 03:17,930,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),313,REP,Steven B. Grant (NPA),4,NPA,Tuan TQ Nguyen (NPA),3,NPA,Val Demings (DEM),157,DEM,Write-In (OTHER),0,OTHER,477,0.0,65.62,0.84,0.63,32.91,0.0,REP,Marco Rubio (REP),156,32.7,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,20.61,57.53,Marco Rubio (REP) won with 57.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,1009,Other,Other,26.9,39.7,32.3,8.4,49.8,9.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,931,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),222,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),147,DEM,Write-In (OTHER),0,OTHER,371,0.27,59.84,0.0,0.27,39.62,0.0,REP,Marco Rubio (REP),75,20.22,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,22.45,60.13,Patrick Murphy (DEM) won with 60.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Homestead Mennonite Church,1281,Majority Hispanic,Other,40.3,22.1,7.3,11.9,73.7,7.1,Unincorporated M-D
Last updated at 02-14-2023 03:17,932,Dennis Misigoy (LPF),1,LPF,Marco Rubio (REP),154,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),134,DEM,Write-In (OTHER),0,OTHER,289,0.35,53.29,0.0,0.0,46.37,0.0,REP,Marco Rubio (REP),20,6.92,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,27.35,62.56,Patrick Murphy (DEM) won with 62.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Goulds Church of Christ,753,Majority Hispanic,Other,43.7,24.4,7.8,21.4,63.6,7.2,Unincorporated M-D
Last updated at 02-14-2023 03:17,933,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),1,DEM,Write-In (OTHER),0,OTHER,1,0.0,0.0,0.0,0.0,100.0,0.0,DEM,Val Demings (DEM),1,100.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,100.0,100.0,Patrick Murphy (DEM) won with 100% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,4,Majority White,Heavily Democrat,50,0,75,0,0,25,Unincorporated M-D
Last updated at 02-14-2023 03:17,934,Dennis Misigoy (LPF),6,LPF,Marco Rubio (REP),924,REP,Steven B. Grant (NPA),5,NPA,Tuan TQ Nguyen (NPA),7,NPA,Val Demings (DEM),748,DEM,Write-In (OTHER),3,OTHER,1693,0.35,54.58,0.3,0.41,44.18,0.18,REP,Marco Rubio (REP),176,10.4,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,15.55,56.54,Patrick Murphy (DEM) won with 56.5% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Waterstone Grand,4304,Majority Hispanic,Other,36.8,24.5,10.7,17.3,63.7,8.4,Homestead
Last updated at 02-14-2023 03:17,935,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),29,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),22,DEM,Write-In (OTHER),0,OTHER,53,0.0,54.72,3.77,0.0,41.51,0.0,REP,Marco Rubio (REP),7,13.21,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,32.88,65.07,Patrick Murphy (DEM) won with 65.1% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,416,Majority Hispanic,Other,43,11.5,6.5,6.5,74.5,12.5,Unincorporated M-D
Last updated at 02-14-2023 03:17,936,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),54,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),88,DEM,Write-In (OTHER),0,OTHER,142,0.0,38.03,0.0,0.0,61.97,0.0,DEM,Val Demings (DEM),34,23.94,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,46.49,71.57,Patrick Murphy (DEM) won with 71.6% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Phichol Williams Community Center,496,Majority Hispanic,Heavily Democrat,53.6,15.1,7.3,29,56.7,7.1,Homestead
Last updated at 02-14-2023 03:17,937,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),3,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),11,DEM,Write-In (OTHER),0,OTHER,14,0.0,21.43,0.0,0.0,78.57,0.0,DEM,Val Demings (DEM),8,57.14,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,83.33,83.33,Patrick Murphy (DEM) won with 83.3% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,71,Other,Other,47.9,5.6,8.5,0,5.6,85.9,Unincorporated M-D
Last updated at 02-14-2023 03:17,938,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),3,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),1,DEM,Write-In (OTHER),0,OTHER,4,0.0,75.0,0.0,0.0,25.0,0.0,REP,Marco Rubio (REP),2,50.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,33.33,66.67,Patrick Murphy (DEM) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Florida City Elementary School,6,Majority White,Other,33.3,16.7,83.3,0,0,16.7,Unincorporated M-D
Last updated at 02-14-2023 03:17,939,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),0,REP,Steven B. Grant (NPA),0,NPA,Tuan TQ Nguyen (NPA),0,NPA,Val Demings (DEM),0,DEM,Write-In (OTHER),0,OTHER,0,0.0,0.0,0.0,0.0,0.0,0.0,No votes tallied,No votes tallied,0,0.0,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,33.33,66.67,Marco Rubio (REP) won with 66.7% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Last updated at 02-14-2023 03:17,940,Dennis Misigoy (LPF),0,LPF,Marco Rubio (REP),175,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),140,DEM,Write-In (OTHER),0,OTHER,318,0.0,55.03,0.63,0.31,44.03,0.0,REP,Marco Rubio (REP),35,11.01,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Patrick Murphy (DEM),DEM,22.66,59.04,Patrick Murphy (DEM) won with 59% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Ctr for Int'l Education-A Cambridge Assoc. School,935,Majority Hispanic,Other,36.3,26,7.3,10.5,74.4,7.8,Unincorporated M-D
Last updated at 02-14-2023 03:17,941,Dennis Misigoy (LPF),2,LPF,Marco Rubio (REP),365,REP,Steven B. Grant (NPA),2,NPA,Tuan TQ Nguyen (NPA),1,NPA,Val Demings (DEM),180,DEM,Write-In (OTHER),1,OTHER,551,0.36,66.24,0.36,0.18,32.67,0.18,REP,Marco Rubio (REP),185,33.58,712005,0.36,54.25,0.37,0.18,44.8,0.04,REP,Marco Rubio (REP),67273,9.45,54.25,DEM,Val Demings (DEM),44.8,Marco Rubio (REP),REP,18.91,58.04,Marco Rubio (REP) won with 58% of votes in 2016.,Patrick Murphy (DEM),DEM,Patrick Murphy (DEM) won Miami-Dade county with 54.5% votes in 2016.,Silver Palm United Methodist Church,993,Majority Hispanic,Other,27.5,40,38.8,1.7,51.4,8.2,Unincorporated M-D
