LAST_UPDATE_2022,BASE_PRECINCT,CANDIDATE_NAME_1,VOTES_WON_1,CANDIDATE_PARTY_1,CANDIDATE_NAME_2,VOTES_WON_2,CANDIDATE_PARTY_2,CANDIDATE_NAME_3,VOTES_WON_3,CANDIDATE_PARTY_3,CANDIDATE_NAME_4,VOTES_WON_4,CANDIDATE_PARTY_4,TOTAL_VOTES_TALLIED,VOTE_SHARE_1,VOTE_SHARE_2,VOTE_SHARE_3,VOTE_SHARE_4,LEAD_PARTY,LEAD_CANDIDATE,RAW_MARGIN,MARGIN_PERCENTPOINTS,CT_TOTAL_VOTES_TALLIED,CT_VOTE_SHARE_1,CT_VOTE_SHARE_2,CT_VOTE_SHARE_3,CT_VOTE_SHARE_4,CT_LEAD_PARTY,CT_LEAD_CANDIDATE,CT_RAW_MARGIN,CT_MARGIN_PERCENTPOINTS,CT_LEAD_VOTESHARE,CT_SECOND_PARTY,CT_SECOND_CANDIDATE,CT_SECOND_VOTESHARE,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
Last updated at 02-13-2023 22:46,756,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),674,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),911,REP,1591,0.25,42.36,0.13,57.26,REP,Ron DeSantis (REP),237,14.9,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,0.48,49.9,Ron DeSantis (REP) won with 49.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gloria Floyd Elementary School,2303,Majority Hispanic,Other,32,41.3,34.5,6.8,50.5,8.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,757,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),806,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),926,REP,1742,0.46,46.27,0.11,53.16,REP,Ron DeSantis (REP),120,6.89,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,19.08,59.1,Andrew Gillum (DEM) won with 59.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Country Walk Park Recreation Center,3302,Majority Hispanic,Other,35.2,29.5,20.2,6.3,66.1,7.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,758,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),299,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),657,REP,959,0.21,31.18,0.1,68.51,REP,Ron DeSantis (REP),358,37.33,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,4.78,51.7,Andrew Gillum (DEM) won with 51.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami First Church of the Nazarene,2157,Majority Hispanic,Other,29.4,32.6,6.8,3.5,83.1,6.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,759,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),424,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),732,REP,1161,0.26,36.52,0.17,63.05,REP,Ron DeSantis (REP),308,26.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,1.4,50.1,Andrew Gillum (DEM) won with 50.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norma Butler Bossard Elementary School,2237,Majority Hispanic,Other,30.3,36.3,12.2,7.3,70.1,10.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,760,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),386,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),665,REP,1055,0.38,36.59,0.0,63.03,REP,Ron DeSantis (REP),279,26.45,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,14.88,57.0,Ron DeSantis (REP) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Church of God,1627,Majority Hispanic,Other,26.1,45.8,33.9,2.7,55.6,7.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,761,Carmen Jackie Gimenez (NPA),11,NPA,Charlie Crist (DEM),567,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),944,REP,1530,0.72,37.06,0.52,61.7,REP,Ron DeSantis (REP),377,24.64,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,20.6,59.4,Andrew Gillum (DEM) won with 59.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Kendall Regional Library,3414,Majority Hispanic,Other,32.1,29.2,8.2,3.4,80.5,7.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,762,Carmen Jackie Gimenez (NPA),9,NPA,Charlie Crist (DEM),572,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),625,REP,1209,0.74,47.31,0.25,51.7,REP,Ron DeSantis (REP),53,4.38,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,30.14,64.4,Andrew Gillum (DEM) won with 64.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Wild Lime Park,2695,Majority Hispanic,Other,34.4,24.3,13.9,5.9,70.7,9.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,763,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),363,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),811,REP,1179,0.17,30.79,0.25,68.79,REP,Ron DeSantis (REP),448,38.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,5.51,52.2,Ron DeSantis (REP) won with 52.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Sunset Sr. High School,2328,Majority Hispanic,Other,25.4,38,10,1.5,81.3,7.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,764,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),787,DEM,Hector Roos (LPF),8,LPF,Ron DeSantis (REP),1765,REP,2566,0.23,30.67,0.31,68.78,REP,Ron DeSantis (REP),978,38.11,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,2.84,50.7,Ron DeSantis (REP) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bowman Ashe/Doolin K-8 Academy,5069,Majority Hispanic,Other,25.8,37.7,6.8,1.7,83.1,8.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,765,Carmen Jackie Gimenez (NPA),7,NPA,Charlie Crist (DEM),553,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),789,REP,1353,0.52,40.87,0.3,58.31,REP,Ron DeSantis (REP),236,17.44,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,14.67,56.8,Andrew Gillum (DEM) won with 56.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,General Conference Seventh-day Adventist Church,2858,Majority Hispanic,Other,31.7,32.1,16.2,3.8,73.8,6.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,766,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),667,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),721,REP,1392,0.22,47.92,0.07,51.8,REP,Ron DeSantis (REP),54,3.88,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,31.17,64.7,Andrew Gillum (DEM) won with 64.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Gilbert L. Porter Elementary School,2997,Majority Hispanic,Other,33.8,24.4,12.2,4,74.1,9.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,767,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),475,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),705,REP,1188,0.67,39.98,0.0,59.34,REP,Ron DeSantis (REP),230,19.36,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,16.44,57.5,Andrew Gillum (DEM) won with 57.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Calusa Elementary School,2556,Majority Hispanic,Other,30.8,30.2,9.8,5,75.9,9.3,Unincorporated M-D
Last updated at 02-13-2023 22:46,768,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),158,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),236,REP,395,0.0,40.0,0.25,59.75,REP,Ron DeSantis (REP),78,19.75,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,5.84,52.1,Andrew Gillum (DEM) won with 52.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Deerwood Bonita Lakes Park,751,Majority Hispanic,Other,30.8,31.6,23.6,4.5,58.9,13,Unincorporated M-D
Last updated at 02-13-2023 22:46,769,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),483,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),608,REP,1100,0.73,43.91,0.09,55.27,REP,Ron DeSantis (REP),125,11.36,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,11.07,54.7,Andrew Gillum (DEM) won with 54.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Arvida Middle School,1792,Majority Hispanic,Other,31.6,34.9,24.4,2.7,63.3,9.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,770,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),409,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),943,REP,1358,0.37,30.12,0.07,69.44,REP,Ron DeSantis (REP),534,39.32,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,7.97,53.2,Ron DeSantis (REP) won with 53.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Village Center,2907,Majority Hispanic,Other,26.9,36.2,9.4,2.1,79.8,8.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,771,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),658,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),794,REP,1461,0.41,45.04,0.21,54.35,REP,Ron DeSantis (REP),136,9.31,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,15.11,57.0,Andrew Gillum (DEM) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Killian Pines UTD Methodist Church,2474,Majority Hispanic,Other,34.5,33.5,27.9,2.8,61.2,8,Unincorporated M-D
Last updated at 02-13-2023 22:46,772,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),423,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1007,REP,1438,0.21,29.42,0.35,70.03,REP,Ron DeSantis (REP),584,40.61,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,0.21,49.2,Andrew Gillum (DEM) won with 49.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,McMillan Park,2973,Majority Hispanic,Other,25.4,36.3,5.4,0.8,87.3,6.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,773,Carmen Jackie Gimenez (NPA),5,NPA,Charlie Crist (DEM),398,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),1357,REP,1761,0.28,22.6,0.06,77.06,REP,Ron DeSantis (REP),959,54.46,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,27.03,63.1,Ron DeSantis (REP) won with 63.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bird Lakes Park,3208,Majority Hispanic,Other,20.7,43.8,5.3,0.7,86.9,7.1,Unincorporated M-D
Last updated at 02-13-2023 22:46,774,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),351,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),571,REP,933,1.07,37.62,0.11,61.2,REP,Ron DeSantis (REP),220,23.58,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,22.25,60.1,Andrew Gillum (DEM) won with 60.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hammocks Middle School,2313,Majority Hispanic,Other,32.3,28.7,6.7,2.8,83.3,7.3,Unincorporated M-D
Last updated at 02-13-2023 22:46,775,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),583,DEM,Hector Roos (LPF),4,LPF,Ron DeSantis (REP),1050,REP,1643,0.37,35.48,0.24,63.91,REP,Ron DeSantis (REP),467,28.42,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,2.84,50.7,Andrew Gillum (DEM) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Westwind Lakes Park,3256,Majority Hispanic,Other,28.4,34.1,8.8,3.2,80,8,Unincorporated M-D
Last updated at 02-13-2023 22:46,776,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),528,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),1022,REP,1563,0.51,33.78,0.32,65.39,REP,Ron DeSantis (REP),494,31.61,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,16.87,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eureka Park,3879,Majority Hispanic,Other,30.4,31.7,8.5,6.5,77,8,Unincorporated M-D
Last updated at 02-13-2023 22:46,777,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),164,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),364,REP,530,0.38,30.94,0.0,68.68,REP,Ron DeSantis (REP),200,37.74,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,20.14,59.2,Ron DeSantis (REP) won with 59.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Elk's Lodge #948,866,Majority Hispanic,Other,23.2,47,23.9,0.7,67.7,7.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,778,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),105,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),471,REP,580,0.52,18.1,0.17,81.21,REP,Ron DeSantis (REP),366,63.1,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,54.89,76.8,Ron DeSantis (REP) won with 76.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Elementary School,865,Majority Hispanic,Heavily Republican,16.5,59.2,17.6,0.7,74.8,6.9,Unincorporated M-D
Last updated at 02-13-2023 22:46,779,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),195,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),482,REP,678,0.15,28.76,0.0,71.09,REP,Ron DeSantis (REP),287,42.33,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,19.53,59.3,Ron DeSantis (REP) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Elementary School,1144,Majority Hispanic,Other,24,44.6,15.1,0.6,76.3,8,Unincorporated M-D
Last updated at 02-13-2023 22:46,781,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),176,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),372,REP,550,0.0,32.0,0.36,67.64,REP,Ron DeSantis (REP),196,35.64,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,30.43,64.9,Ron DeSantis (REP) won with 64.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Dade College - Kendall Campus,835,Majority Hispanic,Other,25,44.6,26.7,0.4,64.3,8.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,782,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),270,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),544,REP,817,0.37,33.05,0.0,66.59,REP,Ron DeSantis (REP),274,33.54,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,2.55,50.8,Ron DeSantis (REP) won with 50.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ramblewood Condominium,1626,Majority Hispanic,Other,27.6,36.4,9,1.2,83.1,6.6,Unincorporated M-D
Last updated at 02-13-2023 22:46,783,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),677,DEM,Hector Roos (LPF),5,LPF,Ron DeSantis (REP),788,REP,1471,0.07,46.02,0.34,53.57,REP,Ron DeSantis (REP),111,7.55,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,9.27,54.4,Andrew Gillum (DEM) won with 54.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Suniland Park,2452,Other,Other,35,34.1,35,8.1,48.2,8.7,Unincorporated M-D
Last updated at 02-13-2023 22:46,784,Carmen Jackie Gimenez (NPA),10,NPA,Charlie Crist (DEM),476,DEM,Hector Roos (LPF),2,LPF,Ron DeSantis (REP),889,REP,1377,0.73,34.57,0.15,64.56,REP,Ron DeSantis (REP),413,29.99,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,6.62,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Square K-8 Center,2870,Majority Hispanic,Other,28.9,32.5,8.2,2.4,80.8,8.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,785,Carmen Jackie Gimenez (NPA),2,NPA,Charlie Crist (DEM),195,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),392,REP,592,0.34,32.94,0.51,66.22,REP,Ron DeSantis (REP),197,33.28,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,17.54,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Elementary School,1288,Majority Hispanic,Other,27.8,33.6,9.8,2.9,79.8,7.5,Unincorporated M-D
Last updated at 02-13-2023 22:46,786,Carmen Jackie Gimenez (NPA),8,NPA,Charlie Crist (DEM),480,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),920,REP,1409,0.57,34.07,0.07,65.29,REP,Ron DeSantis (REP),440,31.23,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,2.48,50.7,Andrew Gillum (DEM) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,2949,Majority Hispanic,Other,26.7,36.7,10.4,4.7,75.6,9.2,Unincorporated M-D
Last updated at 02-13-2023 22:46,787,Carmen Jackie Gimenez (NPA),1,NPA,Charlie Crist (DEM),38,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),105,REP,144,0.69,26.39,0.0,72.92,REP,Ron DeSantis (REP),67,46.53,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,18.38,58.8,Ron DeSantis (REP) won with 58.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,274,Majority Hispanic,Other,21.9,46.7,20.4,2.9,68.6,8,Unincorporated M-D
Last updated at 02-13-2023 22:46,788,Carmen Jackie Gimenez (NPA),3,NPA,Charlie Crist (DEM),434,DEM,Hector Roos (LPF),3,LPF,Ron DeSantis (REP),549,REP,989,0.3,43.88,0.3,55.51,REP,Ron DeSantis (REP),115,11.63,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,23.56,61.1,Andrew Gillum (DEM) won with 61.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Vineyard Community Church,1949,Majority Hispanic,Other,34.3,30.1,17.5,4.1,68.7,9.8,Unincorporated M-D
Last updated at 02-13-2023 22:46,789,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),13,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),27,REP,40,0.0,32.5,0.0,67.5,REP,Ron DeSantis (REP),14,35.0,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,58.97,79.5,Ron DeSantis (REP) won with 79.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,81,Majority Hispanic,Other,24.7,49.4,13.6,1.2,77.8,7.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,790,Carmen Jackie Gimenez (NPA),0,NPA,Charlie Crist (DEM),11,DEM,Hector Roos (LPF),0,LPF,Ron DeSantis (REP),56,REP,67,0.0,16.42,0.0,83.58,REP,Ron DeSantis (REP),45,67.16,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Ron DeSantis (REP),REP,52.54,76.3,Ron DeSantis (REP) won with 76.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norma Butler Bossard Elementary School,121,Majority Hispanic,Heavily Republican,11.6,58.7,9.9,0,85.1,5,Unincorporated M-D
Last updated at 02-13-2023 22:46,791,Carmen Jackie Gimenez (NPA),4,NPA,Charlie Crist (DEM),170,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),187,REP,362,1.1,46.96,0.28,51.66,REP,Ron DeSantis (REP),17,4.7,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,32.58,65.7,Andrew Gillum (DEM) won with 65.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gloria Floyd Elementary School,741,Majority Hispanic,Other,38.6,26.9,10.8,12.8,66.9,9.4,Unincorporated M-D
Last updated at 02-13-2023 22:46,792,Carmen Jackie Gimenez (NPA),6,NPA,Charlie Crist (DEM),457,DEM,Hector Roos (LPF),1,LPF,Ron DeSantis (REP),637,REP,1101,0.54,41.51,0.09,57.86,REP,Ron DeSantis (REP),180,16.35,711851,0.51,43.97,0.24,55.28,REP,Ron DeSantis (REP),80560,11.32,55.28,DEM,Charlie Crist (DEM),43.97,Andrew Gillum (DEM),DEM,11.26,55.3,Andrew Gillum (DEM) won with 55.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Our Lady of Lourdes Catholic Church,2027,Majority Hispanic,Other,31.8,33.1,19.3,3.3,70.2,7.3,Unincorporated M-D
