BASE_PRECINCT,WINNER_CANDIDATE_18,WINNER_PARTY_18,MARGIN_PERCENTPOINTS_18,VOTE_SHARE_WINNER_18,WINNER_TEXT_18,CT_WINNER_CANDIDATE_18,CT_WINNER_PARTY_18,CT_WINNER_TEXT_18,LOCATION,TOTAL_POP,RACE,PARTISANSHIP,DEMOCRAT_SHARE,REPUBLICAN_SHARE,WHITE_SHARE,BLACK_SHARE,HISPANIC_SHARE,OTHER_SHARE,MUNICIPALITY
754,Andrew Gillum (DEM),DEM,4.05,51.8,Andrew Gillum (DEM) won with 51.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Leewood K-8 Center,2260,Majority Hispanic,Other,34,39.8,40.9,2.7,50.3,6.1,Unincorporated M-D
755,Ron DeSantis (REP),REP,14.75,56.8,Ron DeSantis (REP) won with 56.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Killian Pines UTD Methodist Church,1203,Majority Hispanic,Other,26.8,46.2,36.1,2.2,55.1,6.7,Unincorporated M-D
756,Ron DeSantis (REP),REP,0.48,49.9,Ron DeSantis (REP) won with 49.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gloria Floyd Elementary School,2303,Majority Hispanic,Other,32,41.3,34.5,6.8,50.5,8.2,Unincorporated M-D
757,Andrew Gillum (DEM),DEM,19.08,59.1,Andrew Gillum (DEM) won with 59.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Country Walk Park Recreation Center,3302,Majority Hispanic,Other,35.2,29.5,20.2,6.3,66.1,7.4,Unincorporated M-D
758,Andrew Gillum (DEM),DEM,4.78,51.7,Andrew Gillum (DEM) won with 51.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami First Church of the Nazarene,2157,Majority Hispanic,Other,29.4,32.6,6.8,3.5,83.1,6.6,Unincorporated M-D
759,Andrew Gillum (DEM),DEM,1.40,50.1,Andrew Gillum (DEM) won with 50.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norma Butler Bossard Elementary School,2237,Majority Hispanic,Other,30.3,36.3,12.2,7.3,70.1,10.4,Unincorporated M-D
760,Ron DeSantis (REP),REP,14.88,57.0,Ron DeSantis (REP) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Church of God,1627,Majority Hispanic,Other,26.1,45.8,33.9,2.7,55.6,7.8,Unincorporated M-D
761,Andrew Gillum (DEM),DEM,20.60,59.4,Andrew Gillum (DEM) won with 59.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,West Kendall Regional Library,3414,Majority Hispanic,Other,32.1,29.2,8.2,3.4,80.5,7.9,Unincorporated M-D
762,Andrew Gillum (DEM),DEM,30.14,64.4,Andrew Gillum (DEM) won with 64.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Wild Lime Park,2695,Majority Hispanic,Other,34.4,24.3,13.9,5.9,70.7,9.5,Unincorporated M-D
763,Ron DeSantis (REP),REP,5.51,52.2,Ron DeSantis (REP) won with 52.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Sunset Sr. High School,2328,Majority Hispanic,Other,25.4,38,10,1.5,81.3,7.2,Unincorporated M-D
764,Ron DeSantis (REP),REP,2.84,50.7,Ron DeSantis (REP) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bowman Ashe/Doolin K-8 Academy,5069,Majority Hispanic,Other,25.8,37.7,6.8,1.7,83.1,8.5,Unincorporated M-D
765,Andrew Gillum (DEM),DEM,14.67,56.8,Andrew Gillum (DEM) won with 56.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,General Conference Seventh-day Adventist Church,2858,Majority Hispanic,Other,31.7,32.1,16.2,3.8,73.8,6.2,Unincorporated M-D
766,Andrew Gillum (DEM),DEM,31.17,64.7,Andrew Gillum (DEM) won with 64.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Gilbert L. Porter Elementary School,2997,Majority Hispanic,Other,33.8,24.4,12.2,4,74.1,9.6,Unincorporated M-D
767,Andrew Gillum (DEM),DEM,16.44,57.5,Andrew Gillum (DEM) won with 57.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Calusa Elementary School,2556,Majority Hispanic,Other,30.8,30.2,9.8,5,75.9,9.3,Unincorporated M-D
768,Andrew Gillum (DEM),DEM,5.84,52.1,Andrew Gillum (DEM) won with 52.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Deerwood Bonita Lakes Park,751,Majority Hispanic,Other,30.8,31.6,23.6,4.5,58.9,13,Unincorporated M-D
769,Andrew Gillum (DEM),DEM,11.07,54.7,Andrew Gillum (DEM) won with 54.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Arvida Middle School,1792,Majority Hispanic,Other,31.6,34.9,24.4,2.7,63.3,9.6,Unincorporated M-D
770,Ron DeSantis (REP),REP,7.97,53.2,Ron DeSantis (REP) won with 53.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Village Center,2907,Majority Hispanic,Other,26.9,36.2,9.4,2.1,79.8,8.7,Unincorporated M-D
771,Andrew Gillum (DEM),DEM,15.11,57.0,Andrew Gillum (DEM) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Killian Pines UTD Methodist Church,2474,Majority Hispanic,Other,34.5,33.5,27.9,2.8,61.2,8,Unincorporated M-D
772,Andrew Gillum (DEM),DEM,0.21,49.2,Andrew Gillum (DEM) won with 49.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,McMillan Park,2973,Majority Hispanic,Other,25.4,36.3,5.4,0.8,87.3,6.4,Unincorporated M-D
773,Ron DeSantis (REP),REP,27.03,63.1,Ron DeSantis (REP) won with 63.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Bird Lakes Park,3208,Majority Hispanic,Other,20.7,43.8,5.3,0.7,86.9,7.1,Unincorporated M-D
774,Andrew Gillum (DEM),DEM,22.25,60.1,Andrew Gillum (DEM) won with 60.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Hammocks Middle School,2313,Majority Hispanic,Other,32.3,28.7,6.7,2.8,83.3,7.3,Unincorporated M-D
775,Andrew Gillum (DEM),DEM,2.84,50.7,Andrew Gillum (DEM) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Westwind Lakes Park,3256,Majority Hispanic,Other,28.4,34.1,8.8,3.2,80,8,Unincorporated M-D
776,Andrew Gillum (DEM),DEM,16.87,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Eureka Park,3879,Majority Hispanic,Other,30.4,31.7,8.5,6.5,77,8,Unincorporated M-D
777,Ron DeSantis (REP),REP,20.14,59.2,Ron DeSantis (REP) won with 59.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Elk's Lodge #948,866,Majority Hispanic,Other,23.2,47,23.9,0.7,67.7,7.7,Unincorporated M-D
778,Ron DeSantis (REP),REP,54.89,76.8,Ron DeSantis (REP) won with 76.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Elementary School,865,Majority Hispanic,Heavily Republican,16.5,59.2,17.6,0.7,74.8,6.9,Unincorporated M-D
779,Ron DeSantis (REP),REP,19.53,59.3,Ron DeSantis (REP) won with 59.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Snapper Creek Elementary School,1144,Majority Hispanic,Other,24,44.6,15.1,0.6,76.3,8,Unincorporated M-D
781,Ron DeSantis (REP),REP,30.43,64.9,Ron DeSantis (REP) won with 64.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Dade College - Kendall Campus,835,Majority Hispanic,Other,25,44.6,26.7,0.4,64.3,8.6,Unincorporated M-D
782,Ron DeSantis (REP),REP,2.55,50.8,Ron DeSantis (REP) won with 50.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ramblewood Condominium,1626,Majority Hispanic,Other,27.6,36.4,9,1.2,83.1,6.6,Unincorporated M-D
783,Andrew Gillum (DEM),DEM,9.27,54.4,Andrew Gillum (DEM) won with 54.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Suniland Park,2452,Other,Other,35,34.1,35,8.1,48.2,8.7,Unincorporated M-D
784,Andrew Gillum (DEM),DEM,6.62,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendall Square K-8 Center,2870,Majority Hispanic,Other,28.9,32.5,8.2,2.4,80.8,8.5,Unincorporated M-D
785,Andrew Gillum (DEM),DEM,17.54,58.0,Andrew Gillum (DEM) won with 58% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Elementary School,1288,Majority Hispanic,Other,27.8,33.6,9.8,2.9,79.8,7.5,Unincorporated M-D
786,Andrew Gillum (DEM),DEM,2.48,50.7,Andrew Gillum (DEM) won with 50.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,2949,Majority Hispanic,Other,26.7,36.7,10.4,4.7,75.6,9.2,Unincorporated M-D
787,Ron DeSantis (REP),REP,18.38,58.8,Ron DeSantis (REP) won with 58.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,274,Majority Hispanic,Other,21.9,46.7,20.4,2.9,68.6,8,Unincorporated M-D
788,Andrew Gillum (DEM),DEM,23.56,61.1,Andrew Gillum (DEM) won with 61.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Vineyard Community Church,1949,Majority Hispanic,Other,34.3,30.1,17.5,4.1,68.7,9.8,Unincorporated M-D
789,Ron DeSantis (REP),REP,58.97,79.5,Ron DeSantis (REP) won with 79.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Faith International Fellowship,81,Majority Hispanic,Other,24.7,49.4,13.6,1.2,77.8,7.4,Unincorporated M-D
790,Ron DeSantis (REP),REP,52.54,76.3,Ron DeSantis (REP) won with 76.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Norma Butler Bossard Elementary School,121,Majority Hispanic,Heavily Republican,11.6,58.7,9.9,0,85.1,5,Unincorporated M-D
791,Andrew Gillum (DEM),DEM,32.58,65.7,Andrew Gillum (DEM) won with 65.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gloria Floyd Elementary School,741,Majority Hispanic,Other,38.6,26.9,10.8,12.8,66.9,9.4,Unincorporated M-D
792,Andrew Gillum (DEM),DEM,11.26,55.3,Andrew Gillum (DEM) won with 55.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Our Lady of Lourdes Catholic Church,2027,Majority Hispanic,Other,31.8,33.1,19.3,3.3,70.2,7.3,Unincorporated M-D
793,Andrew Gillum (DEM),DEM,7.00,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Branch Library,2041,Majority Hispanic,Other,27.6,34.1,11.4,3.5,75.6,9.5,Unincorporated M-D
794,Andrew Gillum (DEM),DEM,8.19,53.5,Andrew Gillum (DEM) won with 53.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Unity Center of Miami,2653,Majority Hispanic,Other,32.2,35.5,19.4,9.6,62.3,8.6,Unincorporated M-D
796,Ron DeSantis (REP),REP,24.39,62.2,Ron DeSantis (REP) won with 62.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kendale Lakes Branch Library,146,Majority Hispanic,Other,16.4,48.6,10.3,6.2,81.5,2.1,Unincorporated M-D
797,Andrew Gillum (DEM),DEM,0.20,49.1,Andrew Gillum (DEM) won with 49.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami-Dade County Fire Station #56,3203,Majority Hispanic,Other,25.1,33.3,7.5,2.2,79.5,10.8,Unincorporated M-D
798,Ron DeSantis (REP),REP,14.04,56.3,Ron DeSantis (REP) won with 56.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Manuel C. Barreiro Elementary School,5390,Majority Hispanic,Other,20.9,41.7,7.1,1,84.9,7,Unincorporated M-D
800,Andrew Gillum (DEM),DEM,14.87,57.0,Andrew Gillum (DEM) won with 57% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miccosukee Golf & Country Club,1987,Majority Hispanic,Other,30.4,33.8,6.1,1.8,85.5,6.6,Unincorporated M-D
801,Andrew Gillum (DEM),DEM,82.37,91.0,Andrew Gillum (DEM) won with 91% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Sgt. Joseph Delancy Park,1918,Majority Black,Heavily Democrat,67.8,12.2,1.8,64.8,28.4,5.1,Unincorporated M-D
802,Andrew Gillum (DEM),DEM,86.70,93.1,Andrew Gillum (DEM) won with 93.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dorothy M. Wallace C.O.P.E. Center,1894,Majority Black,Heavily Democrat,70.2,9,1.5,67.1,25.2,6.2,Unincorporated M-D
803,Andrew Gillum (DEM),DEM,91.28,95.4,Andrew Gillum (DEM) won with 95.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Richmond Heights Middle School,1828,Majority Black,Heavily Democrat,70.2,8.6,1.6,72,20.1,6.2,Unincorporated M-D
804,Andrew Gillum (DEM),DEM,3.92,51.7,Andrew Gillum (DEM) won with 51.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Reef Branch Library,1952,Other,Other,33.1,39.1,38.8,5.2,47.3,8.7,Unincorporated M-D
805,Andrew Gillum (DEM),DEM,26.26,62.6,Andrew Gillum (DEM) won with 62.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Luke the Physician Episcopal Church,2834,Majority Hispanic,Other,33.7,27,12.6,4.5,75.2,7.7,Unincorporated M-D
806,Andrew Gillum (DEM),DEM,22.13,60.6,Andrew Gillum (DEM) won with 60.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Coral Reef Elementary School,1566,Majority White,Other,38.8,32.2,50.1,2.4,38.3,9.3,Palmetto Bay
807,Andrew Gillum (DEM),DEM,16.80,57.9,Andrew Gillum (DEM) won with 57.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Howard Drive Elementary School,1598,Other,Other,36.7,33.6,44.7,2.9,41.1,11.3,Palmetto Bay
808,Ron DeSantis (REP),REP,7.68,53.6,Ron DeSantis (REP) won with 53.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Andrews Episcopal Church,1020,Majority White,Other,31.5,41.3,52,2.8,36.4,8.8,Palmetto Bay
809,Ron DeSantis (REP),REP,10.79,55.4,Ron DeSantis (REP) won with 55.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ Congregational Church,426,Majority White,Other,23.7,47.7,53.8,1.2,40.4,4.7,Palmetto Bay
810,Andrew Gillum (DEM),DEM,5.28,52.3,Andrew Gillum (DEM) won with 52.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,St. Richard Parish Center,3337,Majority White,Other,36.8,35.4,51.2,1.7,37.6,9.5,Palmetto Bay
811,Andrew Gillum (DEM),DEM,24.45,61.9,Andrew Gillum (DEM) won with 61.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Marlin Moore Post #133,2225,Other,Other,38.6,27.7,30.5,11.1,44.9,13.5,Palmetto Bay
812,Andrew Gillum (DEM),DEM,46.14,72.6,Andrew Gillum (DEM) won with 72.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Kingdom Covenant Church,2591,Majority Hispanic,Other,45.4,21.9,13.4,24.9,50.6,11.2,Unincorporated M-D
813,Andrew Gillum (DEM),DEM,62.64,81.0,Andrew Gillum (DEM) won with 81% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Christ the King Catholic Church,4207,Other,Heavily Democrat,53.6,17.5,7.4,38.7,43.2,10.7,Unincorporated M-D
814,Andrew Gillum (DEM),DEM,35.05,67.1,Andrew Gillum (DEM) won with 67.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Glendale Baptist Church,3501,Majority Hispanic,Other,36.7,24.4,16.1,11.3,62.6,10,Unincorporated M-D
815,Andrew Gillum (DEM),DEM,20.96,60.0,Andrew Gillum (DEM) won with 60% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Miami Heights Elementary School,2055,Majority Hispanic,Other,34.2,30.4,9,9.7,74.9,6.5,Unincorporated M-D
816,Andrew Gillum (DEM),DEM,60.45,79.9,Andrew Gillum (DEM) won with 79.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Church of The Ascension,3057,Other,Heavily Democrat,50.5,20.1,7.9,35.2,48.4,8.4,Unincorporated M-D
817,Andrew Gillum (DEM),DEM,69.46,84.4,Andrew Gillum (DEM) won with 84.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Colonial Drive Park,2035,Other,Heavily Democrat,52.1,18.2,7.9,37.2,45.4,9.5,Unincorporated M-D
818,Andrew Gillum (DEM),DEM,92.17,95.7,Andrew Gillum (DEM) won with 95.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Ethel F. Beckford/Richmond Elementary School,1849,Majority Black,Heavily Democrat,73.8,6.4,1.2,76.4,15.9,6.5,Unincorporated M-D
819,Andrew Gillum (DEM),DEM,5.18,51.8,Andrew Gillum (DEM) won with 51.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Palmetto Bay Park,1622,Other,Other,34.8,32.4,39.1,8.8,41.9,10.3,Palmetto Bay
820,Andrew Gillum (DEM),DEM,4.45,51.6,Andrew Gillum (DEM) won with 51.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Edward & Arlene Feller Community Room,3802,Other,Other,33.6,35.7,43.9,5,41,10.1,Palmetto Bay
821,Andrew Gillum (DEM),DEM,6.76,52.8,Andrew Gillum (DEM) won with 52.8% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Whispering Pines Elementary School,3354,Other,Other,33.6,34.1,42.1,6.7,43.4,7.8,Cutler Bay
822,Andrew Gillum (DEM),DEM,7.68,53.3,Andrew Gillum (DEM) won with 53.3% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Cutler Bay Worship Center,2240,Other,Other,33.8,34,38.8,5.8,46.7,8.7,Cutler Bay
823,Andrew Gillum (DEM),DEM,15.67,57.1,Andrew Gillum (DEM) won with 57.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Gulfstream Elementary School,2637,Majority Hispanic,Other,33,33.3,23.5,10.2,56.6,9.7,Cutler Bay
824,Andrew Gillum (DEM),DEM,12.44,55.6,Andrew Gillum (DEM) won with 55.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Pinelands Presbyterian Church,1647,Majority Hispanic,Other,33.3,29.2,26.7,6.1,58.1,9.2,Cutler Bay
825,Andrew Gillum (DEM),DEM,21.57,59.9,Andrew Gillum (DEM) won with 59.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Dade Regional Library,3913,Majority Hispanic,Other,35.5,30.8,21,9.5,61,8.5,Cutler Bay
826,Andrew Gillum (DEM),DEM,84.99,92.2,Andrew Gillum (DEM) won with 92.2% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Robert Russa Moton Elementary School,1521,Majority Black,Heavily Democrat,63,11.4,2.2,62.1,29,6.7,Unincorporated M-D
827,Andrew Gillum (DEM),DEM,42.48,70.5,Andrew Gillum (DEM) won with 70.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Iglesia Bautista McCall,2442,Majority Hispanic,Other,43.5,24.3,6.3,24.9,58.7,10.1,Unincorporated M-D
829,Andrew Gillum (DEM),DEM,40.13,69.0,Andrew Gillum (DEM) won with 69% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Caribbean K-8 Center,2333,Majority Hispanic,Other,45.3,25.1,5.1,27.3,59.7,7.9,Unincorporated M-D
830,Andrew Gillum (DEM),DEM,43.77,71.4,Andrew Gillum (DEM) won with 71.4% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Isaac A. Withers Enrichment Center,2231,Majority Hispanic,Other,42.1,23.1,7,22.2,61.2,9.5,Unincorporated M-D
831,Andrew Gillum (DEM),DEM,39.53,69.1,Andrew Gillum (DEM) won with 69.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Isaac A. Withers Enrichment Center,763,Majority Hispanic,Other,36.4,24.6,4.2,10,79.7,6.2,Unincorporated M-D
832,Andrew Gillum (DEM),DEM,37.85,68.6,Andrew Gillum (DEM) won with 68.6% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Dr. Edward L. Whigham Elementary School,1777,Majority Hispanic,Other,37.3,24.3,20,12.3,60.5,7.2,Cutler Bay
833,Andrew Gillum (DEM),DEM,53.77,75.5,Andrew Gillum (DEM) won with 75.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Goulds Park,299,Majority Hispanic,Other,31.8,24.4,1,12,79.3,7.7,Unincorporated M-D
834,Andrew Gillum (DEM),DEM,76.92,88.5,Andrew Gillum (DEM) won with 88.5% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Morning Star Baptist Church,90,Majority Hispanic,Other,47.8,23.3,0,41.1,52.2,6.7,Unincorporated M-D
835,Ron DeSantis (REP) and Andrew Gillum (DEM),TIED,0.00,50.0,Ron DeSantis (REP) and Andrew Gillum (DEM) were tied with 50% votes each in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Silver Palm United Methodist Church,2,Majority White,Heavily Democrat,100,0,50,0,50,0,Unincorporated M-D
836,N/A,N/A,0.00,0.0,No votes were cast in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
837,Andrew Gillum (DEM),DEM,8.77,54.1,Andrew Gillum (DEM) won with 54.1% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Southwood Middle School,2573,Other,Other,34,35.5,44,3.5,42.8,9.7,Palmetto Bay
838,Andrew Gillum (DEM),DEM,23.02,60.9,Andrew Gillum (DEM) won with 60.9% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,South Miami Heights Elementary School,978,Majority Hispanic,Other,37,30.3,6.5,11.7,73,8.8,Unincorporated M-D
839,Andrew Gillum (DEM),DEM,40.81,69.7,Andrew Gillum (DEM) won with 69.7% votes in 2018.,Andrew Gillum (DEM),DEM,Andrew Gillum (DEM) won Miami-Dade county with 59.9% votes in 2018.,Mount Pleasant Baptist Church,1336,Majority Hispanic,Other,42.2,22.2,7.4,17.5,68.2,6.9,Unincorporated M-D
